418,209.222.101.217-8333-13,-1,-1,-1,-1
419,139.162.151.61-8333-1032,-1,-1,-1,-1
420,94.130.84.44-8333-13,127,59,-1,110,127,-1
421,178.196.168.28-8333-1037,-1,-1,-1
422,165.227.210.240-8333-1037,-1,-1,-1,-1,-1
423,13.250.54.138-8333-13,-1,-1,-1
424,118.222.97.44-8333-1037,-1,-1,-1
425,81.7.10.238-8333-13,-1,-1,-1,-1
426,34.90.115.155-8333-1037,-1,-1,-1,-1
427,176.9.82.73-8333-13,-1,-1,-1,-1,-1
428,75.13.87.193-8333-1037,-1,-1,-1
429,185.224.80.108-8333-1037,-1,-1,-1,-1
430,5.9.44.82-8333-13,-1,-1,-1,-1
431,45.61.28.123-8333-1037,-1,-1,-1,-1
432,94.208.111.187-8333-1033,-1,-1,-1
433,176.9.86.53-8333-13,-1,-1,-1,-1,-1
434,188.68.53.44-8333-1037,-1,-1,-1
435,54.95.0.160-8333-1037,-1,-1,-1,-1
436,75.40.139.207-8333-1033,-1,-1,-1,-1,-1
437,52.191.254.47-8333-1037,-1,-1,-1,-1
438,90.94.83.26-8333-1036,97,32,97,-1,-1
439,107.220.199.71-8333-1033,105,105,105
440,188.62.95.169-8333-1033,-1,-1,-1
441,46.93.201.224-8333-1033,72,72,72
442,78.46.128.195-8333-13,-1,-1,-1
443,47.100.28.196-8333-1037,-1,-1,-1,-1
444,80.240.129.221-8333-1036,65,65,65
445,165.227.96.38-8333-1037,-1,-1,-1
446,68.183.215.125-8333-1037,-1,-1,-1
447,67.205.131.158-8333-13,-1,-1,-1,-1
448,144.76.94.143-8433-1037,76,38,76,-1
449,151.62.125.146-8333-1033,-1,-1,-1
450,192.241.145.8-8333-1033,-1,-1,-1,-1
451,95.211.199.13-8333-1037,-1,-1,-1
452,212.109.217.254-8333-1033,85,85,85
453,173.254.210.229-8333-1033,-1,-1,-1
454,47.218.16.81-8333-1037,126,124,126,122
455,167.99.12.59-8333-1033,-1,-1,-1,-1
456,77.120.113.71-8433-1037,70,70,70
457,84.20.122.100-8333-1033,113,113,113
458,195.201.60.234-8333-1033,-1,-1,-1,-1,-1
459,37.221.171.226-8333-1,137,130,123,137
460,5.135.155.18-8333-1037,-1,-1,-1
461,86.9.96.106-8333-1037,-1,-1,-1
462,195.123.245.175-8333-1037,-1,-1,-1
463,208.93.231.240-8333-1037,-1,-1,-1
464,99.149.215.161-8333-1037,-1,-1,-1,-1
465,203.218.126.141-8333-1033,-1,-1,-1,-1
466,85.147.128.60-8333-1037,-1,-1,-1
467,136.244.85.0-8333-1036,119,59,119,-1
468,176.223.137.37-8333-1037,-1,-1,-1,-1
469,173.212.207.249-8333-1037,-1,-1,-1
470,35.183.251.194-8333-12,57,57,57
471,178.84.197.175-8333-1033,112,80,112,106,104,-1
472,178.218.209.173-8333-13,-1,-1,-1,-1
473,73.18.149.10-8333-1033,-1,-1,-1,-1,-1
474,211.32.117.99-8333-13,-1,-1,-1,-1,-1
475,122.114.5.154-8333-1037,106,106,106
476,96.66.244.99-8333-1037,-1,-1,-1,-1
477,47.90.17.251-8333-13,-1,-1,-1,-1
478,52.198.7.2-8333-13,-1,-1,-1,-1,-1
479,190.123.23.22-8333-13,-1,-1,-1,-1,-1
480,3.120.161.140-8333-1037,65,65,65
481,211.251.235.65-8333-1037,-1,-1,-1,-1
482,110.132.199.200-8333-1033,-1,-1,-1,-1
483,78.141.197.58-8333-1036,142,70,142,-1
484,54.36.234.240-8333-1037,-1,-1,-1,-1
485,213.125.67.108-8333-1033,146,141,141,135,146
486,45.154.255.46-8333-1037,-1,-1,-1
487,94.130.216.112-8333-13,-1,-1,-1,-1
488,18.179.39.98-8333-1037,-1,-1,-1
489,159.69.167.252-8333-1033,-1,-1,-1,-1
490,217.42.111.87-8333-5,77,77,77,77
491,52.29.143.24-8333-1037,-1,-1,-1
492,54.37.197.64-8333-1037,-1,-1,-1
493,83.85.9.236-8333-1033,-1,-1,-1
494,80.195.198.3-8333-1037,-1,-1,-1
495,95.216.46.232-8333-1037,-1,-1,-1,-1,-1
496,165.227.47.249-8333-1033,-1,-1,-1
497,73.225.205.199-8333-1037,-1,-1,-1
498,144.76.13.207-8333-1032,101,50,101,-1
499,89.115.45.202-8333-1037,-1,-1,-1
500,13.82.198.161-8335-1037,47,47,47
501,85.163.224.168-8333-1033,93,80,68,93
502,87.135.229.90-8333-1037,81,81,81
503,178.128.23.251-8333-1037,-1,-1,-1
504,64.190.203.2-8333-13,-1,-1,-1,-1
505,75.66.135.168-8333-13,182,182,182
506,134.209.83.193-8333-1037,-1,-1,-1
507,104.199.172.60-8333-1037,281,268,255,268,281
508,88.82.181.44-8333-1037,132,66,132,-1
509,68.183.205.245-8333-1036,132,132,132
510,134.209.198.109-8333-1036,139,139,139
511,178.33.232.74-8333-1037,-1,-1,-1
512,110.173.57.34-8333-1037,-1,-1,-1
513,188.192.11.151-8333-1033,-1,-1,-1
514,213.10.30.223-8333-1032,31,31,31
515,83.161.249.125-8333-1033,130,126,130,121
516,119.17.151.61-8333-1033,76,76,76
517,45.32.231.142-8333-1036,116,58,116,-1
518,212.227.253.11-8333-1037,-1,-1,-1
519,45.77.86.167-8333-1036,134,66,134,-1
520,79.142.129.218-8333-1032,97,48,97,-1
521,39.108.224.85-8333-1037,-1,-1,-1,-1
522,103.210.23.56-8333-1036,-1,-1,-1
523,69.39.49.199-8333-1033,-1,-1,-1
524,144.217.65.241-28633-1033,96,92,87,96
525,159.65.234.65-8333-1037,-1,-1,-1
526,13.211.179.69-8333-1037,-1,-1,-1,-1
527,173.30.189.11-8333-1033,-1,-1,-1,-1
528,50.254.135.209-8333-1037,112,112,112
529,159.89.121.172-8333-1033,-1,-1,-1,-1
530,95.179.158.249-8333-1036,151,142,134,151
531,92.75.245.235-8333-1033,-1,-1,-1
532,46.165.223.8-8333-1037,-1,-1,-1
533,174.52.151.231-8333-1033,102,102,102
534,91.121.163.195-8333-13,-1,-1,-1,-1
535,54.215.192.153-8333-1037,92,92,92
536,142.129.170.40-8333-1037,-1,-1,-1
537,37.205.10.3-8333-1037,114,114,114
538,51.6.28.64-8333-1033,-1,-1,-1,-1
539,121.254.153.195-8333-1037,-1,-1,-1
540,176.9.46.231-10000-13,115,115,115
541,46.166.174.77-8333-13,72,72,72
542,85.15.179.171-11080-5,6,5,4,6
543,27.102.66.38-8333-1037,-1,-1,-1,-1,-1
544,79.249.242.205-8333-1033,78,38,78,-1
545,213.239.216.162-9001-1037,73,46,73,-1,65
546,51.15.135.109-8333-9,43,43,43
547,80.241.209.102-8333-1037,122,120,122,119
548,84.27.10.72-8333-1037,-1,-1,-1
549,47.254.29.128-8333-1037,-1,-1,-1,-1
550,188.254.215.199-12333-5,40,20,40,-1
551,209.177.86.21-8333-13,-1,-1,-1,-1,-1
552,77.58.113.156-8333-1037,139,139,139
553,200.119.46.228-8333-1033,-1,-1,-1
554,173.255.209.39-8333-1037,-1,-1,-1
555,37.24.158.135-8333-1033,96,96,96
